,0,1,2,3,cmx,cmx_mean,cmx_sd,cmx_rn7
0,564e2f979b124900107eaf14,34,female,condition_generation_second,0.9234199748845872,0.7212961027078024,0.13494751952413658,"0.9831162550639014,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.7704692183571815,0.6538941581059146,0.7148165412061984,0.7272858092676827,0.7148165412061984,1.0,0.8540687906769606,0.6374076043985674,0.6418282963660096,0.7019007226164857,0.46441427467131635,0.3908942168211595,0.29797613620357616,0.0,0.29797613620357616,0.3908942168211595,0.46441427467131635,0.5163666294930522,0.6658842842919371,0.7272858092676827,0.6658842842919371,0.5163666294930522,0.46441427467131635,0.3908942168211595,0.8344680724958996,0.6346123886036732,0.6451223207131355,0.8731641347200653,0.8769383135347537,0.7019007226164857,0.46441427467131635,0.3908942168211595,0.8344680724958996,0.6346123886036732,0.6451223207131355,0.7795359730663132,0.8905074235975434,0.8905074235975434,0.7795359730663132,0.6451223207131355,0.6346123886036732,0.8344680724958996,0.6346123886036732,0.6451223207131355,0.8731641347200653,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.6374076043985674,0.6418282963660096,0.7019007226164857,0.6658842842919371,0.8793119667114895,0.9382127444598711,0.8497583695735704,0.6346123886036732,0.29797613620357616,0.0,0.29797613620357616,0.3908942168211595,0.6888857714738319,0.6538941581059146,0.6692712536042192,0.6692712536042192,0.6538941581059146,0.7148165412061984,0.7272858092676827,0.6658842842919371,0.5163666294930522,0.6658842842919371,0.8793119667114895,0.9036628786659733,0.7795359730663132,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.823976171113251,0.8154676072578312,0.6860691934169049,0.6692712536042192,0.6692712536042192,0.6538941581059146,0.7148165412061984,0.7272858092676827,0.6658842842919371,0.5163666294930522,0.46441427467131635,0.7269794170326992,0.9302304327957966,0.6451223207131355,0.8731641347200653,0.8769383135347537,0.7019007226164857"
1,5a958d78f05361000171c54c,30,male,condition_generation_second,0.4520348321926604,0.23394285052398267,0.15819402724657586,"0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995"
2,5afeeff06369280001700225,24,male,condition_generation_first,0.9261718423856263,0.7173293791424958,0.11971184018281823,"0.9831162550639014,0.9036628786659733,0.7795359730663132,0.8905074235975434,0.823976171113251,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.8154676072578312,0.8731641347200653,0.9036628786659733,0.9831162550639014,0.9036628786659733,0.8731641347200653,0.8769383135347537,0.7019007226164857,0.6658842842919371,0.8793119667114895,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.7704692183571815,0.6860691934169049,0.8154676072578312,0.823976171113251,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.7795359730663132,0.9036628786659733,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.9831162550639014,0.9036628786659733,0.7795359730663132,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.823976171113251,0.8154676072578312,0.6860691934169049,0.6692712536042192,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6418282963660096,0.7019007226164857,0.6658842842919371,0.8793119667114895,0.9382127444598711,0.9382127444598711,0.9831162550639014,0.9036628786659733,0.7795359730663132,0.8905074235975434,0.823976171113251,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6418282963660096,0.7019007226164857,0.46441427467131635,0.7269794170326992,0.9302304327957966,0.8497583695735704,0.9382127444598711,0.9831162550639014,0.9036628786659733,0.8731641347200653,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6418282963660096,0.7780460470738995,0.8769383135347537,0.823976171113251,0.823976171113251,0.8769383135347537,0.7780460470738995,0.6418282963660096,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6538941581059146,0.7148165412061984,0.8793119667114895,0.9382127444598711,0.9382127444598711,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.6692712536042192,0.6692712536042192,0.6538941581059146,0.7148165412061984,0.7272858092676827,0.6658842842919371,0.7019007226164857"
3,5b50677cc5e0cb0001bda255,47,female,condition_generation_second,0.9275257388492401,0.756748598437098,0.14248187753697303,"0.8793119667114895,0.6658842842919371,0.7019007226164857,0.8769383135347537,0.823976171113251,0.823976171113251,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.8154676072578312,0.8731641347200653,0.6451223207131355,0.9302304327957966,0.9302304327957966,0.6451223207131355,0.8731641347200653,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.8154676072578312,0.8731641347200653,0.9036628786659733,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.8154676072578312,0.823976171113251,0.8905074235975434,0.7795359730663132,0.9036628786659733,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.8154676072578312,0.823976171113251,0.823976171113251,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6538941581059146,0.7148165412061984,0.8793119667114895,0.9036628786659733,0.7795359730663132,0.7795359730663132,0.9036628786659733,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.9831162550639014,0.9036628786659733,0.7795359730663132,0.8905074235975434,0.8905074235975434,0.7795359730663132,0.9036628786659733,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.8540687906769606,0.8540687906769606,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.8154676072578312,0.823976171113251,0.8905074235975434,0.7795359730663132,0.9036628786659733"
4,5b8646582c180900019c9eb7,26,female,condition_generation_first,0.9143967147785735,0.6855579595669954,0.07476018993915283,"0.8905074235975434,0.7795359730663132,0.9036628786659733,0.8793119667114895,0.6658842842919371,0.5163666294930522,0.46441427467131635,0.7269794170326992,0.9302304327957966,0.6451223207131355,0.7795359730663132,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.7795359730663132,0.9036628786659733,0.9831162550639014,0.9036628786659733,0.7795359730663132,0.8905074235975434,0.823976171113251,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6418282963660096,0.7780460470738995,0.8769383135347537,0.823976171113251,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.8905074235975434,0.823976171113251,0.8769383135347537,0.7780460470738995,0.6418282963660096,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.8154676072578312,0.823976171113251,0.823976171113251,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6538941581059146,0.7148165412061984,0.8793119667114895,0.9036628786659733,0.8731641347200653,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.8154676072578312,0.823976171113251,0.8905074235975434,0.7795359730663132,0.6451223207131355,0.6346123886036732,0.8344680724958996,0.3908942168211595,0.46441427467131635,0.7019007226164857,0.6418282963660096,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6538941581059146,0.7148165412061984,0.7272858092676827,0.7148165412061984,1.0,0.8540687906769606,0.6374076043985674,0.6418282963660096,0.7019007226164857,0.6658842842919371,0.8793119667114895,0.9036628786659733,0.8731641347200653,0.8769383135347537,0.7019007226164857,0.46441427467131635,0.7269794170326992,0.7269794170326992,0.46441427467131635,0.7019007226164857,0.6418282963660096,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6374076043985674"
5,5b94d723839c0a00010f88d9,25,male,condition_generation_first,0.9045890300169439,0.6698523577060483,0.13909901213650872,"0.6374076043985674,0.8540687906769606,1.0,0.6888857714738319,0.7269794170326992,0.7269794170326992,0.6888857714738319,1.0,0.8540687906769606,0.8154676072578312,0.823976171113251,0.823976171113251,0.8154676072578312,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.8540687906769606,0.8540687906769606,0.6374076043985674,0.6374076043985674,0.8540687906769606,0.8540687906769606,0.8154676072578312,0.823976171113251,0.823976171113251,0.8769383135347537,0.7780460470738995,0.6418282963660096,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.6692712536042192,0.6538941581059146,0.7148165412061984,0.8793119667114895,0.9036628786659733,0.7795359730663132,0.8905074235975434,0.823976171113251,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.8154676072578312,0.823976171113251,0.8905074235975434,0.8905074235975434,0.823976171113251,0.8154676072578312,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.8540687906769606,0.8540687906769606,0.8154676072578312,0.823976171113251,0.823976171113251,0.8154676072578312,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.8154676072578312,0.823976171113251,0.8905074235975434,0.8905074235975434,0.823976171113251,0.8154676072578312,0.8540687906769606,1.0,0.6888857714738319,0.7269794170326992,0.7269794170326992,0.6888857714738319,0.6538941581059146,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.8154676072578312,0.823976171113251,0.823976171113251,0.8154676072578312,0.6860691934169049,0.6692712536042192,0.6692712536042192,0.6860691934169049,0.8154676072578312,0.823976171113251"
6,5b98223fbdb1df0001f1e684,36,male,condition_generation_first,0.8993146148533717,0.631720741290783,0.17867967941128735,"0.6658842842919371,0.7272858092676827,0.7148165412061984,1.0,1.0,0.6888857714738319,0.7269794170326992,0.9302304327957966,0.8497583695735704,0.9382127444598711,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.6658842842919371,0.7019007226164857,0.8769383135347537,0.8731641347200653,0.6451223207131355,0.9302304327957966,0.7269794170326992,0.6888857714738319,1.0,0.8540687906769606,0.6374076043985674,0.6374076043985674,0.8540687906769606,0.8540687906769606,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.8540687906769606,0.8540687906769606,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6418282963660096,0.7780460470738995,0.6418282963660096,0.6374076043985674,0.8540687906769606,1.0,0.7148165412061984,0.7272858092676827,0.7148165412061984,1.0,0.8540687906769606,0.8154676072578312,0.823976171113251,0.8905074235975434,0.7795359730663132,0.9036628786659733,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6418282963660096,0.7780460470738995,0.6418282963660096,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.8540687906769606,1.0,0.6888857714738319,0.7269794170326992,0.9302304327957966,0.8497583695735704,0.9382127444598711,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.6692712536042192,0.3905127177375995,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.8154676072578312,0.823976171113251,0.823976171113251,0.8154676072578312,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.3905127177375995"
7,5b9e401bf074140001051957,49,male,condition_generation_first,0.9183912426704205,0.703253020204797,0.19213704496609402,"0.6346123886036732,0.8344680724958996,0.6346123886036732,0.8497583695735704,0.8497583695735704,0.9302304327957966,0.9302304327957966,0.8497583695735704,0.8497583695735704,0.6346123886036732,0.29797613620357616,0.29797613620357616,0.6346123886036732,0.6451223207131355,0.7795359730663132,0.7795359730663132,0.6451223207131355,0.6346123886036732,0.29797613620357616,0.29797613620357616,0.6346123886036732,0.8497583695735704,0.9382127444598711,0.8793119667114895,0.7148165412061984,1.0,1.0,0.6888857714738319,0.7269794170326992,0.9302304327957966,0.8497583695735704,0.8497583695735704,0.6346123886036732,0.8344680724958996,0.6346123886036732,0.8497583695735704,0.8497583695735704,0.9302304327957966,0.9302304327957966,0.8497583695735704,0.8497583695735704,0.9302304327957966,0.9302304327957966,0.8497583695735704,0.9382127444598711,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.9831162550639014,0.9036628786659733,0.7795359730663132,0.7795359730663132,0.6451223207131355,0.9302304327957966,0.9302304327957966,0.8497583695735704,0.9382127444598711,0.9831162550639014,0.9036628786659733,0.7795359730663132,0.7795359730663132,0.6451223207131355,0.9302304327957966,0.9302304327957966,0.8497583695735704,0.8497583695735704,0.6346123886036732,0.29797613620357616,0.29797613620357616,0.6346123886036732,0.8497583695735704,0.9382127444598711,0.9831162550639014,0.9382127444598711,0.8497583695735704,0.6346123886036732,0.29797613620357616,0.29797613620357616,0.6346123886036732,0.8497583695735704,0.9382127444598711,0.8793119667114895,0.7148165412061984,1.0,1.0,0.7148165412061984,0.8793119667114895,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.6658842842919371,0.7019007226164857,0.8769383135347537,0.823976171113251,0.823976171113251,0.8769383135347537"
8,5ba4d6c929629d00014e6c28,33,male,condition_generation_first,0.8936112275159666,0.6258261757326852,0.16058655003342964,"0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.8540687906769606,0.8540687906769606,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.6692712536042192,0.6538941581059146,0.7148165412061984,0.8793119667114895,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.7148165412061984,0.6538941581059146,0.6692712536042192,0.6692712536042192,0.6538941581059146,0.7148165412061984,0.8793119667114895,0.9036628786659733,0.8731641347200653,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.6374076043985674,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6538941581059146,0.6888857714738319,0.3908942168211595,0.29797613620357616,0.0,0.0,0.29797613620357616,0.3908942168211595,0.46441427467131635,0.7019007226164857,0.6418282963660096,0.6374076043985674,0.6860691934169049,0.6692712536042192,0.3905127177375995,0.3905127177375995,0.3905127177375995,0.6692712536042192,0.6860691934169049,0.6374076043985674,0.6418282963660096,0.7019007226164857,0.46441427467131635,0.7269794170326992,0.9302304327957966,0.8497583695735704,0.9382127444598711,0.9831162550639014,0.9382127444598711,0.9382127444598711,0.8793119667114895,0.6658842842919371,0.7019007226164857,0.8769383135347537,0.823976171113251,0.823976171113251,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6538941581059146,0.7148165412061984,0.7272858092676827,0.7148165412061984,0.6538941581059146,0.6692712536042192,0.6692712536042192,0.6538941581059146,0.7148165412061984,0.7272858092676827,0.6658842842919371,0.7019007226164857,0.8769383135347537,0.8731641347200653,0.9036628786659733,0.9831162550639014,0.9036628786659733,0.8731641347200653,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.8154676072578312,0.823976171113251,0.823976171113251,0.8769383135347537,0.7780460470738995,0.6418282963660096,0.6418282963660096,0.7780460470738995,0.6418282963660096,0.6418282963660096,0.7019007226164857,0.6658842842919371,0.8793119667114895,0.9036628786659733,0.8731641347200653,0.8154676072578312,0.6860691934169049"
9,5bb8b7cc56161d0001002faa,30,male,condition_generation_second,0.9370751670465572,0.7789795298093566,0.11870275957836454,"0.8793119667114895,0.9036628786659733,0.8731641347200653,0.8154676072578312,0.8540687906769606,0.8540687906769606,0.8154676072578312,0.8731641347200653,0.6451223207131355,0.9302304327957966,0.9302304327957966,0.6451223207131355,0.8731641347200653,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.8154676072578312,0.823976171113251,0.823976171113251,0.8769383135347537,0.7780460470738995,0.6418282963660096,0.6374076043985674,0.8540687906769606,1.0,0.7148165412061984,0.7272858092676827,0.7148165412061984,0.6538941581059146,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.8540687906769606,1.0,0.7148165412061984,0.7272858092676827,0.7148165412061984,1.0,1.0,0.6888857714738319,0.7269794170326992,0.7269794170326992,0.46441427467131635,0.7019007226164857,0.8769383135347537,0.8731641347200653,0.9036628786659733,0.8793119667114895,0.6658842842919371,0.7019007226164857,0.6418282963660096,0.6374076043985674,0.6860691934169049,0.7704692183571815,0.6538941581059146,0.7148165412061984,0.8793119667114895,0.9036628786659733,0.8731641347200653,0.8769383135347537,0.7019007226164857,0.6658842842919371,0.7272858092676827,0.7148165412061984,1.0,1.0,0.7148165412061984,0.8793119667114895,0.9036628786659733,0.8731641347200653,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.6374076043985674,0.6374076043985674,0.8540687906769606,1.0,0.6888857714738319,0.7269794170326992,0.9302304327957966,0.6451223207131355,0.7795359730663132,0.8905074235975434,0.823976171113251,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6860691934169049,0.8154676072578312,0.823976171113251,0.8905074235975434,0.7795359730663132,0.9036628786659733,0.9831162550639014,0.9036628786659733,0.8731641347200653,0.8154676072578312,0.6860691934169049,0.7704692183571815,0.6538941581059146,0.7148165412061984,0.7272858092676827,0.7148165412061984,1.0,1.0,0.7148165412061984,0.8793119667114895"
