key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_13.rt,key_resp_12.keys,key_resp_12.rt
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,fgn,"[""f"",""g"",""n""]","[2.9382000000476864,3.1868999999761627,3.521200000047685,4.575399999976156]",1,FGN,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,rbbq,"[""r"",""b"",""b"",""q""]","[1.0173999999761492,1.4301000000238417,1.6424999999999983,2.2052999999523166,3.0172999999523142]",1,RBBQ,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,btgs,"[""b"",""t"",""g"",""s""]","[19.404600000023834,19.747600000023837,20.06460000002383,20.638499999999993,21.44560000002383]",0,HGTS,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,swsz,"[""s"",""w"",""s"",""z""]","[0.8733000000715236,1.1823000000715211,1.4796000000238507,2.001800000071526,3.9157000000476927]",1,SWSZ,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,mtzje,"[""m"",""t"",""z"",""j"",""e""]","[0.5215000000000032,2.735399999976181,5.690899999976153,6.084899999976159,6.92739999997616,8.133299999952328]",0,MZTJL,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,mpxvq,"[""m"",""p"",""x"",""v"",""q""]","[1.194500000000005,1.636299999952314,2.860699999928471,3.588100000023843,4.127600000023847,5.885000000000019]",0,MXPVQ,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,gqtjz,"[""g"",""q"",""t"",""j"",""z""]","[2.837100000023838,5.8267999999523,7.177899999976148,7.725600000023832,9.048700000047688,11.240999999999985]",1,GQTJZ,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,617065189300567757e337a8,20,Mężczyzna,2022-06-11_09h21.14.019,task,2021.1.4,Win32,165.645188,6299f149e92ead563fba08ef,62a44213b3438070802e02cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
