key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,key_resp_11.rt,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_12.keys,key_resp_12.rt
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,wwzlfc,"[""w"",""w"",""z"",""l"",""f"",""c""]","[2.9010000000000105,3.041300000011944,3.895099999964259,5.571099999964247,6.511500000000012,7.48989999997616,7.873000000000019]",1,WWZLFC,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,0,6,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,dblcnhz,"[""d"",""b"",""l"",""c"",""n"",""h"",""z""]","[4.0510999999642365,4.418199999988076,4.836399999976152,5.670399999976155,7.122199999988084,8.490199999988079,9.40919999998809,10.091800000011915]",1,DBLCNHZ,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,0,6,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,crthgxw,"[""c"",""r"",""t"",""h"",""g"",""x"",""w""]","[1.446199999988096,1.7390000000000043,1.8824000000357728,2.7143000000119457,3.413900000035767,3.947800000011938,4.669800000011946,5.437199999988081]",1,CRTHGXW,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,0,6,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7,0,7,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,pnlmwx,"[""p"",""n"",""l"",""m"",""w"",""x""]","[1.5649000000357773,2.5526999999880786,3.787300000011925,4.255600000023833,6.204199999988077,6.870300000011923,7.571699999988084]",0,PNLMNWRX,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,0,6,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7,0,7,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,lgbzfrhh,"[""l"",""g"",""b"",""z"",""f"",""r"",""h"",""h""]","[5.970699999988085,7.287499999999994,7.621999999999986,8.389999999999986,8.972900000035764,9.207300000011912,13.127999999999986,13.234400000035748,13.645499999999998]",0,LGBZFRRZ,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6,0,6,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7,0,7,0,1,X V Q F H G B L J M P D K C T S W R N Z,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,fdnhkklq,"[""f"",""d"",""n"",""h"",""k"",""k"",""l"",""q""]","[1.7710999999642354,2.5836999999880845,3.4013999999761495,3.62709999996423,7.661000000000001,7.822199999988072,8.008599999964247,9.740800000011916,10.725300000011913]",0,TDKNHWPQ,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,space,9.5995,4,"[""4""]",1,[4.475999999999999],[4.475999999999999],0,0,0,4,1,Practice,5,(2x6) - 8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,9,"[""9""]",1,[2.602199999988045],"[4.475999999999999,2.602199999988045]",0,1,1,9,1,Practice,10,(20/2) - 1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,2,"[""2""]",1,[1.9529999999999745],"[4.475999999999999,2.602199999988045,1.9529999999999745]",0,2,2,2,1,Practice,3,(4x4) - 14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,5,"[""5""]",1,[2.134600000023852],"[4.475999999999999,2.602199999988045,1.9529999999999745,2.134600000023852]",0,3,3,5,1,Practice,6,(4/2) + 3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ffdd8d1b2325f3c1f6edc6b,53,Mężczyzna,2022-06-25_15h40.11.138,task,2021.1.4,Win32,60.01680471,6299f149e92ead563fba08ef,62b70e43662c8674ae400b49,,,,,,,,,,,,,8,"[""8""]",1,[2.61749999999995],"[4.475999999999999,2.602199999988045,1.9529999999999745,2.134600000023852,2.61749999999995]",0,4,4,8,1,Practice,9,(3x3) - 1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
