key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,key_resp_7.rt,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_13.rt,key_resp_12.keys,key_resp_12.rt
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,ttl,"[""t"",""t"",""l""]","[0.4148000000119154,0.5814999999999984,1.253900000005963,2.73780000001193]",1,TTL,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,vgzr,"[""v"",""g"",""z"",""r""]","[0.5643999999761604,0.8978999999761612,1.2418999999761553,1.6082999999821226,2.3977999999821265]",1,VGZR,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,wvqg,"[""w"",""v"",""q"",""g""]","[0.6203999999761578,1.050799999982118,1.3815000000000026,1.7980999999940508,2.6025000000000063]",1,WVQG,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,znwzq,"[""z"",""n"",""w"",""z"",""q""]","[0.6183000000119279,1.1139000000059696,1.5504999999999995,2.0190000000000055,2.3693000000119184,27.66330000001193]",1,ZNWZQ,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,mkzfr,"[""m"",""k"",""z"",""f"",""r""]","[1.0840999999940522,1.4333999999761602,1.686000000000007,2.0178999999761658,2.300799999982118,3.3336999999880845]",1,MKZFR,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,pmqmzm,"[""p"",""m"",""q"",""m"",""z"",""m""]","[0.40179999998213134,0.8361999999880823,1.156699999988092,1.4840999999940436,1.8722999999821184,2.223699999988071,5.236099999994053]",1,PMQMZM,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,0,0,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,0,1,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,0,2,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3,0,3,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,0,4,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,0,5,0,1,X V Q F H G B L J M P D K C T S W R N Z,5f245764a137ac00089e6c7d,23,Kobieta,2022-06-11_09h29.01.862,task,2021.1.4,Win32,59.80503558,6299f149e92ead563fba08ef,62a4441c560db9182378d0dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
