key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,key_resp_11.rt,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_13.rt,key_resp_12.keys,key_resp_12.rt
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""comma"",""comma"",""comma"",""period"",""comma"",""comma"",""period"",""comma""]",0,86,0,86,0,1,"[0.01729999995234266,0.12489999997615087,0.3709999999999809,0.5528999999761481,0.6901999999284953,0.7908999999760908,1.0166000000238,1.3042999999522635,1.483799999952339,1.7277999999522535]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""period"",""period"",""period"",""comma"",""comma"",""comma"",""period""]",0,87,0,87,0,1,"[0.08430000007149374,0.19180000007145281,0.4353999999760845,0.7586000000237618,0.8762000000476746,1.0033999999761818,1.4241000000238273,1.56639999997617,1.6886000000238255]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""comma"",""comma"",""comma"",""period"",""comma"",""period"",""comma"",""comma"",""comma""]",0,88,0,88,0,1,"[0.03260000002387642,0.22010000002387642,0.3556000000238555,0.5673999999761463,0.6841000000239319,0.8161000000238801,1.0891000000239046,1.2366000000238273,1.3756999999285426,1.5827999999523854,1.8363999999761518]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""comma"",""period"",""comma"",""period"",""period"",""period"",""period""]",0,89,0,89,0,1,"[0.1336000000238755,0.47789999997621635,0.7571000000237973,0.851299999952289,0.9824999999999591,1.3654999999999973,1.61850000000004,1.7490000000000236,1.8820000000000618]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""period"",""period"",""period"",""comma"",""comma"",""comma""]",0,90,0,90,0,1,"[0.2898999999761145,0.4417000000476037,0.673899999976129,0.9531000000238237,1.0671000000238564,1.3081000000238419,1.6033999999760908,1.80239999997616]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""period"",""period"",""period"",""comma"",""period"",""comma"",""period"",""period""]",0,91,0,91,0,1,"[0.017199999928493526,0.2505999999046935,0.3790000000000191,0.5000999999047053,0.6295000000000073,0.8070999999047217,1.0502999999523581,1.2085999999046635,1.6890999999046699,1.96579999995231]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""comma"",""comma"",""period"",""period"",""comma"",""comma"",""period""]",0,92,0,92,0,1,"[0.0956000000238646,0.22400000000004638,0.3551000000238673,0.7386000000238937,1.0004999999999882,1.2068999999761445,1.5167000000477628,1.6833999999761318,1.7827000000477256]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""period"",""period"",""period"",""period"",""period"",""period"",""period""]",0,93,0,93,0,1,"[0.009100000023863686,0.14339999997616815,0.8732000000477456,1.0443999999761218,1.2163000000715556,1.6991000000238046,1.8245000000000573,1.9776000000238128]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""period"",""period"",""period"",""period""]",0,94,0,94,0,1,"[0.10079999995230082,0.3669999999999618,0.5005999999045798,0.6880999999045798,1.2535999999046226,1.8388999999760927]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""period"",""comma"",""period"",""comma"",""period""]",0,95,0,95,0,1,"[0.4199999999999591,0.6577999999522035,0.8023999999760463,0.8956000000238191,1.0328999999760526,1.666100000023789,1.7828999999760526]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""period""]",0,96,0,96,0,1,"[0.8336999999285126,1.1063999999761336,1.2525999999046462]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""period"",""period"",""comma""]",0,97,0,97,0,1,"[0.7047999999523427,0.774799999952279,1.3497999999523245,1.5521999999284617,1.841299999952298]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""period"",""comma"",""period"",""period"",""period""]",0,98,0,98,0,1,"[0.1675000000000182,0.3743999999761627,0.5119999999999436,0.6187000000476246,1.1359999999999673,1.3878999999761845,1.6401000000238355]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""period"",""comma"",""comma""]",0,99,0,99,0,1,"[0.8008000000714901,1.0528000000714428,1.290300000071511,1.3613000000714237,1.76920000004759]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""period"",""comma""]",0,100,0,100,0,1,"[-0.01479999995228809,0.9727000000476664,1.6402000000476846,1.7052000000477392]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""period""]",0,101,0,101,0,1,"[1.333399999976109,1.5498999999761054,1.6514999999999418]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""comma"",""period""]",0,102,0,102,0,1,"[0.2339999999999236,0.5169999999999391,0.7721000000237837,0.9907000000476955]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""period"",""comma"",""period"",""period"",""period"",""period"",""period"",""period"",""period""]",0,103,0,103,0,1,"[0.08399999999994634,0.15049999999996544,0.30070000004764097,0.36660000002382276,0.7234000000953529,0.8503000000714565,0.9786000000237891,1.0894000000953383,1.3162000000476155,1.4504000000953283]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""comma"",""comma"",""comma"",""comma"",""comma""]",0,104,0,104,0,1,"[0.2462999999522708,0.4385999999046817,0.5997999999523245,0.8330999999046753,1.0679999999999836,1.29979999995237,1.788499999999999]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""period"",""period"",""period"",""period""]",0,105,0,105,0,1,"[0.11850000000004002,0.33460000002378365,0.5507999999523463,0.7081000000238191,1.792399999976169,1.9587999999523618]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""comma"",""period"",""comma"",""period""]",0,106,0,106,0,1,"[0.23220000004766916,0.49129999995227536,0.6861000000238846,1.0517000000476173,1.4241000000238273,1.6711000000237846]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""comma"",""comma"",""comma"",""comma"",""comma"",""comma"",""comma""]",0,107,0,107,0,1,"[0.23329999995235084,0.6890000000000782,0.9052999999523763,1.2006000000238828,1.4176000000238673,1.5662999999523208,1.6726000000238628,1.8032000000476955,1.934500000000071]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""comma"",""comma"",""comma"",""comma"",""period"",""comma"",""period"",""period"",""period"",""period"",""comma""]",0,108,0,108,0,1,"[0.0511000000238937,0.20060000002388279,0.30070000004775466,0.4250000000000682,0.5588000000715283,0.70539999997618,1.0253000000715247,1.1388000000715692,1.2951000000238082,1.4998999999761509,1.6237000000477337,1.749600000023861,1.8664999999999736]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""period"",""period"",""comma"",""comma"",""comma"",""comma"",""period""]",0,109,0,109,0,1,"[0.3077000000477028,0.5568999999761672,0.7001000000237809,0.8103999999761982,0.9501000000237809,1.3495000000000346,1.499600000023861,1.7221000000238291,1.8051000000237991]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""period"",""comma"",""period"",""comma"",""period"",""comma"",""period"",""comma"",""period"",""period""]",0,110,0,110,0,1,"[0.20170000004759459,0.2931000000237418,0.4174999999999045,0.6038000000714874,0.9058999999760999,0.9763000000714328,1.1168999999761127,1.2093999999760854,1.3700000000000045,1.4838999999760745,1.685800000071481,1.8972000000476328]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""comma"",""period"",""period"",""comma"",""period"",""comma"",""period""]",0,111,0,111,0,1,"[0.3243000000716165,0.45080000007158105,0.5504000000954647,0.7918000000715892,1.174100000023941,1.3162000000477292,1.4867000000477901,1.5677000000476937,1.6996000000239064]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""period"",""period"",""comma"",""period"",""comma"",""period"",""period"",""period"",""period""]",0,112,0,112,0,1,"[-0.01569999992841531,0.14080000007152194,0.5433000000715538,0.7870000000000346,0.9333000000715401,1.0335000000000036,1.1333999999761772,1.666600000023891,1.7888000000715465,1.9048999999761236]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""period"",""comma"",""period"",""comma"",""period"",""comma"",""period""]",0,113,0,113,0,1,"[0.009999999999990905,0.28629999995223443,0.45849999999995816,0.6577999999523172,0.8502999999523126,0.9849999999999,1.1837999999522708,1.4497999999522335,1.6434999999999036]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""comma"",""comma"",""period"",""comma"",""period"",""period""]",0,114,0,114,0,1,"[0.1674999999999045,0.2864999999999327,0.5506000000237918,0.7897000000476737,1.1537000000475928,1.3088000000715283,1.5001000000238491,1.80499999999995]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""period"",""comma"",""period"",""period"",""period"",""comma"",""comma""]",0,115,0,115,0,1,"[0.19020000004775284,0.37430000007157105,0.45020000004774374,0.5558000000715992,0.700400000095442,1.1183000000715992,1.5372000000477328,1.6673000000715774,1.8659000000953938]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""comma"",""comma"",""comma"",""period"",""comma""]",0,116,0,116,0,1,"[0.08389999997621089,0.3533999999762045,0.4367000000477219,1.391200000047661,1.6691000000238319,1.717999999999961,1.8661000000238346]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""comma"",""period"",""comma"",""period"",""period"",""comma""]",0,117,0,117,0,1,"[0.0758999999761727,0.4668999999761354,0.8242000000476537,0.9668999999761354,1.1498000000715365,1.33299999999997,1.5993999999761854,1.7168000000715438]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""period"",""comma"",""comma"",""comma"",""period"",""comma""]",0,118,0,118,0,1,"[0.29639999997607447,0.5172000000476373,0.9684999999999491,0.9728000000715156,1.4331000000238419,1.7164999999999964,1.8662000000476837,1.9496000000237927]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""period"",""period""]",0,119,0,119,0,1,"[0.09000000000003183,0.18739999997615087,0.30380000007153285,1.7218000000715392]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.0553
