key_resp_15.keys,key_resp_15.rt,key_resp_13.keys,key_resp_13.corr,ranodm_loop.thisRepN,ranodm_loop.thisTrialN,ranodm_loop.thisN,ranodm_loop.thisIndex,ranodm_loop.ran,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,key_resp_13.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,key_resp_11.rt,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_12.keys,key_resp_12.rt
,,"[""period""]",0,15,0,15,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.31270000000017717],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,16,0,16,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.2811000000000945],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,17,0,17,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.2805000000000035],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,18,0,18,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.3123999999999114],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,19,0,19,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.5998999999999057],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,20,0,20,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.264899999999912],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,21,0,21,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.23270000000019309],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,22,0,22,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.25720000000018217],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,23,0,23,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.38379999999980896],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,24,0,24,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.327100000000101],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,25,0,25,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.8076000000000931],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,26,0,26,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[1.0962000000001808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,27,0,27,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.8163999999999021],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,28,0,28,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.3437999999998027],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,29,0,29,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.1204000000003731],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,30,0,30,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.16750000000000398],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,31,0,31,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.2557000000001892],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,32,0,32,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.43160000000008836],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,33,0,33,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.4238999999999038],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,34,0,34,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.39119999999971355],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma"",""period""]",0,35,0,35,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,"[0.32640000000037617,1.8142000000001843]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,36,0,36,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[1.280600000000092],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,37,0,37,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.7271999999997405],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma"",""period""]",0,38,0,38,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,"[0.4474999999999909,1.9106000000001018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,39,0,39,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.8147999999997921],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period"",""period""]",0,40,0,40,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,"[0.48010000000007835,1.9263999999998873]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,41,0,41,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[1.022399999999891],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,42,0,42,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.5581000000001097],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,43,0,43,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.6705000000000041],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,44,0,44,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.42210000000008563],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,45,0,45,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.2685999999996511],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,46,0,46,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.34170000000020195],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,47,0,47,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.40529999999981214],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,48,0,48,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.30069999999972197],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""period""]",0,49,0,49,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.4373999999999114],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,50,0,50,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.18130000000027735],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""comma""]",0,51,0,51,0,1,5f108dea719866356702d26f,23,Mężczyzna,2022-06-04_08h10.23.013,task,2021.1.4,Win32,75.18231712,628b806c463b948bc644b84f,629af6c74ba1548534425c7a,[0.09289999999990073],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
