"","key_resp_7.keys","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","trials_2.ran","id","series_0","series_1","acss_0","acss_1","comparison","id.","Płeć.","Wiek.","date","expName","psychopyVersion","OS","frameRate","STUDY_ID","SESSION_ID","key_resp_5.keys","key_resp_5.corr","key_resp_5.rt","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","key_resp_7.rt"
"11",NA,0,10,10,56,1,"5f19902fd2b95f025c1b0ff3","RRROOOO","RRROOOR",21.6194508,22.31681875,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"12",NA,0,11,11,42,1,"5f19902fd2b95f025c1b0ff3","ROROROO","ROROROR",20.39515459,19.8361834,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"13",NA,0,12,12,29,1,"5f19902fd2b95f025c1b0ff3","ORRRORO","ORRRORR",22.00300695,22.12173012,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"14",NA,0,13,13,23,1,"5f19902fd2b95f025c1b0ff3","ORORRRO","ORORRRR",22.1285618,21.9921709,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"15",NA,0,14,14,32,1,"5f19902fd2b95f025c1b0ff3","ROOOOOO","ROOOOOR",19.92253567,21.27974287,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"16",NA,0,15,15,36,1,"5f19902fd2b95f025c1b0ff3","ROOROOO","ROOROOR",21.07991943,20.9984461,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"17",NA,0,16,16,25,1,"5f19902fd2b95f025c1b0ff3","ORROORO","ORROORR",21.79500819,22.61624387,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"18",NA,0,17,17,34,1,"5f19902fd2b95f025c1b0ff3","ROOOROO","ROOOROR",21.03750787,21.24781509,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"19",NA,0,18,18,35,1,"5f19902fd2b95f025c1b0ff3","ROOORRO","ROOORRR",21.76276513,22.16977179,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"20",NA,0,19,19,41,1,"5f19902fd2b95f025c1b0ff3","ROROORO","ROROORR",20.42602454,21.71443381,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"21",NA,0,20,20,21,1,"5f19902fd2b95f025c1b0ff3","ORORORO","ORORORR",20.39515459,22.06781359,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"22",NA,0,21,21,58,1,"5f19902fd2b95f025c1b0ff3","RRROROO","RRROROR",22.1285618,21.37121559,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"23",NA,0,22,22,13,1,"5f19902fd2b95f025c1b0ff3","OORRORO","OORRORR",21.66733484,22.11181017,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"24",NA,0,23,23,40,1,"5f19902fd2b95f025c1b0ff3","ROROOOO","ROROOOR",20.87963819,21.37121559,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"25",NA,0,24,24,8,1,"5f19902fd2b95f025c1b0ff3","OOROOOO","OOROOOR",19.91402015,20.89823192,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"26",NA,0,25,25,54,1,"5f19902fd2b95f025c1b0ff3","RRORROO","RRORROR",21.55250791,20.9984461,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"27",NA,0,26,26,18,1,"5f19902fd2b95f025c1b0ff3","OROOROO","OROOROR",20.84860893,21.22513037,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"28",NA,0,27,27,16,1,"5f19902fd2b95f025c1b0ff3","OROOOOO","OROOOOR",20.43051175,21.17347734,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"29",NA,0,28,28,57,1,"5f19902fd2b95f025c1b0ff3","RRROORO","RRROORR",21.82425538,22.07102821,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"30",NA,0,29,29,11,1,"5f19902fd2b95f025c1b0ff3","OORORRO","OORORRR",22.18365867,22.6797523,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"31",NA,0,30,30,31,1,"5f19902fd2b95f025c1b0ff3","ORRRRRO","ORRRRRR",22.16413392,20.74050628,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"32",NA,0,31,31,39,1,"5f19902fd2b95f025c1b0ff3","ROORRRO","ROORRRR",21.82425538,21.38562617,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"33",NA,0,32,32,0,1,"5f19902fd2b95f025c1b0ff3","OOOOOOO","OOOOOOR",18.52739004,19.62521613,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"34",NA,0,33,33,50,1,"5f19902fd2b95f025c1b0ff3","RROOROO","RROOROR",21.73568164,22.02566557,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"35",NA,0,34,34,59,1,"5f19902fd2b95f025c1b0ff3","RRRORRO","RRRORRR",21.56657303,20.89823192,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"36",NA,0,35,35,19,1,"5f19902fd2b95f025c1b0ff3","OROORRO","OROORRR",21.73568164,22.11181017,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"37",NA,0,36,36,38,1,"5f19902fd2b95f025c1b0ff3","ROORROO","ROORROR",21.79500819,21.36812781,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"38",NA,0,37,37,3,1,"5f19902fd2b95f025c1b0ff3","OOOORRO","OOOORRR",20.90986523,21.74922619,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"39",NA,0,38,38,30,1,"5f19902fd2b95f025c1b0ff3","ORRRROO","ORRRROR",22.46748491,22.03072203,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"40",NA,0,39,39,44,1,"5f19902fd2b95f025c1b0ff3","RORROOO","RORROOR",21.66733484,22.02566557,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"41",NA,0,40,40,62,1,"5f19902fd2b95f025c1b0ff3","RRRRROO","RRRRROR",22.16413392,21.27974287,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"42",NA,0,41,41,22,1,"5f19902fd2b95f025c1b0ff3","ORORROO","ORORROR",22.02732763,21.57657071,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"43",NA,0,42,42,45,1,"5f19902fd2b95f025c1b0ff3","RORRORO","RORRORR",20.78182524,21.22513037,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"44",NA,0,43,43,52,1,"5f19902fd2b95f025c1b0ff3","RROROOO","RROROOR",22.18365867,22.11097995,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"45",NA,0,44,44,10,1,"5f19902fd2b95f025c1b0ff3","OOROROO","OOROROR",21.31236711,21.07490964,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"46",NA,0,45,45,26,1,"5f19902fd2b95f025c1b0ff3","ORROROO","ORROROR",22.02732763,21.71443381,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"47",NA,0,46,46,7,1,"5f19902fd2b95f025c1b0ff3","OOORRRO","OOORRRR",21.6194508,21.899017,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"48",NA,0,47,47,17,1,"5f19902fd2b95f025c1b0ff3","OROOORO","OROOORR",21.03750787,22.12173012,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"49",NA,0,48,48,61,1,"5f19902fd2b95f025c1b0ff3","RRRRORO","RRRRORR",21.81333602,21.17347734,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"50",NA,0,49,49,49,1,"5f19902fd2b95f025c1b0ff3","RROOORO","RROOORR",21.76276513,22.53364006,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"51",NA,0,50,50,46,1,"5f19902fd2b95f025c1b0ff3","RORRROO","RORRROR",22.00300695,21.24781509,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"52",NA,0,51,51,1,1,"5f19902fd2b95f025c1b0ff3","OOOOORO","OOOOORR",19.92253567,20.74050628,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"53",NA,0,52,52,27,1,"5f19902fd2b95f025c1b0ff3","ORRORRO","ORRORRR",21.55250791,22.2428857,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"54",NA,0,53,53,48,1,"5f19902fd2b95f025c1b0ff3","RROOOOO","RROOOOR",20.90986523,22.15934078,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"55",NA,0,54,54,63,1,"5f19902fd2b95f025c1b0ff3","RRRRRRO","RRRRRRR",21.35278725,19.62521613,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"56",NA,0,55,55,55,1,"5f19902fd2b95f025c1b0ff3","RRORRRO","RRORRRR",21.56657303,21.21223021,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"57",NA,0,56,56,2,1,"5f19902fd2b95f025c1b0ff3","OOOOROO","OOOOROR",20.43051175,21.02936224,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"58",NA,0,57,57,6,1,"5f19902fd2b95f025c1b0ff3","OOORROO","OOORROR",21.12383932,21.38562617,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"59",NA,0,58,58,14,1,"5f19902fd2b95f025c1b0ff3","OORRROO","OORRROR",22.24142883,22.16977179,"series_0","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"60",NA,0,59,59,33,1,"5f19902fd2b95f025c1b0ff3","ROOOORO","ROOOORR",20.83779602,22.03072203,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"61",NA,0,60,60,20,1,"5f19902fd2b95f025c1b0ff3","OROROOO","OROROOR",21.31236711,21.90565814,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"62",NA,0,61,61,53,1,"5f19902fd2b95f025c1b0ff3","RRORORO","RRORORR",20.71309134,21.90565814,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"63",NA,0,62,62,28,1,"5f19902fd2b95f025c1b0ff3","ORRROOO","ORRROOR",22.24142883,22.53364006,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"64",NA,0,63,63,12,1,"5f19902fd2b95f025c1b0ff3","OORROOO","OORROOR",21.30250474,22.02786418,"series_1","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","",NA,"",NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA,"5f19902fd2b95f025c1b0ff3","","",NA,NA,"","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","0",NA,"",0,0,0,0,1,NA
"66",NA,NA,NA,NA,NA,NA,"5f19902fd2b95f025c1b0ff3","","",NA,NA,"","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","[""comma""]",0,"[1.6990999999642327]",1,0,1,0,1,NA
"67",NA,NA,NA,NA,NA,NA,"5f19902fd2b95f025c1b0ff3","","",NA,NA,"","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","[""comma""]",0,"[1.4269000000357437]",2,0,2,0,1,NA
"68",NA,NA,NA,NA,NA,NA,"5f19902fd2b95f025c1b0ff3","","",NA,NA,"","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","[""period""]",0,"[0.5507999999523463]",3,0,3,0,1,NA
"69",NA,NA,NA,NA,NA,NA,"5f19902fd2b95f025c1b0ff3","","",NA,NA,"","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","[""period""]",0,"[0.7616999999880818]",4,0,4,0,1,NA
"70",NA,NA,NA,NA,NA,NA,"5f19902fd2b95f025c1b0ff3","","",NA,NA,"","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","[""comma""]",0,"[0.43200000000001637]",5,0,5,0,1,NA
"71",NA,NA,NA,NA,NA,NA,"5f19902fd2b95f025c1b0ff3","","",NA,NA,"","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","[""period""]",0,"[0.3523999999762282]",6,0,6,0,1,NA
"72",NA,NA,NA,NA,NA,NA,"5f19902fd2b95f025c1b0ff3","","",NA,NA,"","5f19902fd2b95f025c1b0ff3","Kobieta",21,"2021-09-06_19h25.49.703","rantool2","2021.1.4","Win32",59.80145916,"6135e006383e6ea6c3d06a28","61364e8bec0861deeaaa7597","[""period""]",0,"[0.23019999998814455]",7,0,7,0,1,NA
